STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPEND_SOURCE,Expenditure source,SPENDING_TYPE,Spending type,PROGRAMME_TYPE,Programme type,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CURRENCY,Currency,BASE_PER,Base period
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ESP,Spain,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2007,,18.89,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ESP,Spain,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,24.406,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ESP,Spain,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,24.329,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CHL,Chile,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,13.642,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CHL,Chile,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,12.116,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CHL,Chile,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,12.428,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CHL,Chile,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,13.353,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CHL,Chile,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,14.006,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CHL,Chile,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,14.464,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2007,,21.8,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,24.747,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,23.994,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,25.085,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,25.116,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,24.519,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,24.442,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1995,,19.074,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1997,,19.913,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1999,,20.371,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2001,,20.651,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2003,,21.558,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,ITA,Italy,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2005,,21.894,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2007,,18.986,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,22.785,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,22.635,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,24.403,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,25.407,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,24.483,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,24.406,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1995,,22.488,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1997,,20.8,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1999,,18.914,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2001,,18.287,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2003,,19.456,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,FIN,Finland,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2005,,19.67,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,16.975,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,17.239,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,17.865,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2003,,18.843,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2005,,18.405,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2007,,16.314,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,18.809,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,16.174,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,LUX,Luxembourg,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,16.785,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,19.013,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,17.765,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,17.424,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,17.975,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2001,,16.496,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2003,,17.404,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2005,,16.54,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2007,,15.977,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,18.549,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,CZE,Czechia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,18.094,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,22.717,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,23.284,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,22.6,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,22.55,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,21.591,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,GRC,Greece,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,20.681,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2007,,9.177,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,10.417,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,10.264,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,11.336,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,12.329,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,12.786,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2019,,15.517,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1995,,4.985,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1997,,5.61,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,1999,,7.816,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2001,,7.138,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2003,,7.433,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,KOR,Korea,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2005,,7.98,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,SVN,Slovenia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2009,,20.802,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,SVN,Slovenia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2011,,21.267,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,SVN,Slovenia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2013,,21.648,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,SVN,Slovenia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2015,,20.61,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
DATAFLOW,OECD.ELS.SPD:DSD_SOCX_AGG@DF_NET_GDP(1.0),Net total social expenditure in % GDP,I,SVN,Slovenia,A,Annual,SOCX,Social expenditure,PT_B1GQ,Percentage of GDP,ES50,Net total,_T,Total,_T,Total,_Z,Not applicable,2017,,19.61,,A,Normal value,0,Units,1,One,_Z,Not applicable,,
